,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.rating,reviews.text,reviews.title,reviews.username
32402,8729 Loch Bend Dr,"Hotels,Corporate Lodging,Lodging,Motels",Parkville,US,39.39842,-76.56298,Welcome Inn Apartments,21234,MD,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
32403,603 Adcolor Dr,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Lodging",Lexington,US,38.074106,-84.497124,Candlewood Suites Lexington,40511-1847,KY,5.0,"Well the hotel is near the highway easy to get around town, and restaurants are near the hotel. I like the rooms because they're big plus you have a place cook a meal use microwave or the stove , and a refrigerator to keep your food!",home away from home,Wendell H
32440,Paseo De La Quinta No 6,Hotels,Whigham,US,16.79203,-99.82723,Quinta Real Acapulco,39897,GA,3.0,"Le hace falta mucho mantenimiento a las instalaciones del hotel, los cojines de las tumbonas de la alberca estn asquerosos, la comida es de baja calidad. El personal es muy amable y servicial, la ubicacin es buena. Pero en general se nota que el Camino Real ahora es el dueo pues todos los aspectos del hotel dejan mucho que desear, que lastima.",Hotel agradable pero falta mantenimiento,A Traveler
32497,1345 Forest Hill Rd,"Vacation Home Rental,Hotels,Bed & Breakfasts,Inns,B&bs / Inns",Stevens,US,40.246049,-76.246328,Forest Hill Inn,17578,Schoeneck,3.0,"The location of the BB is beautiful. The suite was beautiful and the breakfast was delicious. We stayed here in October, our favorite time of year to tour Lancaster County. Our only complaint is that we really could hear running above our heads both morning (early) and night. In fact, the night we arrived the young ones were up until... More","Delicious breakfast, but not a great choice for a light sleeper.",Heather18428
32504,1010 Race St,"Hotel,Hotels",Philadelphia,US,39.95546,-75.15647,Clarion Suites Philadelphia,19107,Wm Penn Anx W,2.0,American Airlines voucher put me here one night due to delayed flight. Everything was ok until I woke up itching and covered with bed bug bites on the left side of my body!! Philadelphia has the second highest incidence of bedbugs in the U.S. so BEWARE!,BEDBUGS!,MESirius1
32514,12825 Ventura Blvd,Hotels,Studio City,US,34.144791,-118.41155,Sportsmen's Lodge,91604,CA,3.0,The hotel was great for the price. It was close to Universal Studios. When we first got to the room there was no hot water. They did fix it however. There is also a weird musty smell in the room and throughout the hotel. Even with opening the sliding glass door it did not go away. It's probably because the hotel is so old and there is no exhaust fans in the bathrooms so the steam really gets going in be rooms. The walls and ceilings are paper thin so you can hear every door closing and everything that goes on around you. The hotel has been updated so don't let the hotel so old statement rub you the wrong way. The pool area and hot tub is extremely nice and well kept and the bar and bartender at the pool is a highlight of the property. One last issue is that you have to pay for parking with a hotel stay....ridiculous in my book! Again though for the price of the room it was a good deal and worked for what I needed.,Great Price Weird Smell,Frank
32669,1755 State Highway 176,"Hotels,Resorts,Motels",Rockaway Beach,US,36.705227,-93.14969,Port-o-call Motel,65740,Rockaway Bch,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
32670,88 E Nationwide Blvd,Hotels,Columbus,US,39.969219,-82.999881,Drury Inn and Suites Columbus Convention Center,43215,OH,5.0,"Only stayed one night, but it was a good night. I was able to walk to many restaurants and the sports arena. Hotel was very comfortable and conveniently located.","Great Location, Great Business Hotel.",Armando
32871,916 S Burnside Ave 400,"Hotels,Lodging",Gonzales,US,30.22585,-90.92064,Avalon Hotel Group,70737,LA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
32872,Carretera De Jandia Km 11,Hotels,Anderson,US,28.383928,-13.866039,Elba Sara Beach & Golf Resort,35610,AL,5.0,"Super service fra vi ankom hotellet til vi reiste. Alle som jobbet her var blide,vennlige og imtekommende og gjorde alt for at vi skulle ha en fin opplevelse.Vi hadde all inklusive og maten var god og variert.",Store og fine rom med utsikt til sj��,Geir
32909,5040 Redwood Dr,Hotels,Rohnert Park,US,38.3636,-122.71498,Good Nite Inn Rohnert Park,94928,CA,1.0,this morning sucked I had no refrigerator or microwave no continental breakfast this was not mentioned in the looking unfortunately or we would not have looked there,,Dean
33069,121 Haught Rd,"Hotel,Hotels",Payson,US,34.25475,-111.27377,The Merritt Center and Lodge,85547,AZ,5.0,The Merritt Center is frequently used by groups as a retreat center. Its peace and rustic charms contribute to this. It can also serve as a personal retreat by those who can use some personal peace. Ten acres of woods desert hill trails. Wonderful!,Spirit Recovery!,Marty S
33070,1555 Aultman St,"Hotels,Hotels & Motels,Lodging,Motels",Ely,US,39.250583,-114.882046,Rustic Inn,89301,Currie,5.0,We love this special home-away-from-home. The Rustic Inn is the half way point of the journey to visit our family in Idaho. The rooms are always comfortable and clean and the lady in the office makes sure we feel welcome.,The Rustic Inn,TravelHappyRRV
33088,12521 N Nelson Rd,"Motels,Resorts,Lodging,Hotels,travel",Hayward,US,46.08463,-91.21697,Liberty Lodge,54843,Lco Commercial Cent,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
33092,6505 Metal Dr,Hotels,Fort Pierce,US,27.412418,-80.390934,Comfort Suites Fort Pierce,34945,FL,4.0,My family of seven booked a cruise in Fort Lauderdale this was a nice way to break up the drive down. Rooms were clean the staff was courteous and the hotel is right off the interstate.,Perfect for a quick stop off the interstate,mike
33152,420 East Pike,"Hotel,Hotels",Indiana,US,40.62034,-79.13034,Twin Pines Motel,15701,PA,1.0,"The owner was nasty, mean, and even made jokes about us with friends right in front of us. Charged more then the website quoted. Stole our own belongings! Went in the minute we left our room to turn off air conditioner in 100 degree heat and it took FOREVER for her out-dated rooms to cool off. Dirty, nasty, and no... More",NASTY HORRIBLE PLACE!!,Dawnmichele_1969
33161,185 Brainard Rd,"Travel and Tourism,Hotels",Hartford,US,41.734582,-72.65952,Best Western Hartford Hotel & Suites,6114,Htfd,5.0,"Quick, easy, comfortable Close to Xfinity Theatre",Truck'in,A Traveler
33237,150 Royal Plaza Dr,"Lodging,Hotels,Motels,Corporate Lodging",Fitchburg,US,42.545856,-71.85278,Courtyard By Marriott,1420,MA,4.0,"Very modern rooms and lobby, nice swimming pool and hot tub area, free wifi available for 24 hours. No breakfast. Fitness center has treadmills and free weights.",Modern and nice,milksteak
33238,1400 Roebuck Dr,Hotels,Meridian,US,32.350392,-88.691659,La Quinta Inn and Suites Meridian,39301,Meeham,4.0,the first room got had a smell to it not sure what it was but they quickly gave us another room and all was well.staff was very friendly and we would stay again,what was that smell but all was well,Michael
33339,5400 E Williams Cir,Hotels,Tucson,US,32.220226,-110.8769,Residence Inn By Marriott Tucson Williams Centre,85711,AZ,5.0,Very clean and super nice!,,A Traveler
33363,615 Clark Rd,"Corporate Lodging,Hotels,Lodging,Hotel",Rockford,US,42.273094,-88.96704,Hampton Inn Rockford,61107,IL,,park in back after you check in and you're right next to the elevators.,,Dave Zimbrich
33395,3243 S Ridge Dr S W,"Hotels,Hotel",Cedar Rapids,US,41.946156,-91.67239,Red Roof Inn Cedar Rapids,52404-5426,IA,5.0,"Nice basic room, nice location, easy to get to, clean. Several places to eat nearby. Very nice for the one night stay I needed.",Basic but nice.,Steven
33503,1100 Lewis River Rd,"Hotels,Lodging,Hotel,Bed & Breakfast & Inns,Motels",Woodland,US,45.90706,-122.74029,Lewis River Inn,98674,WA,4.0,"We stayed in the Lewis River Inn on two occasions as we visited relatives in Woodland. It is an older-style hotel, but it has been very well maintained and nicely updated (including modern TV's, microwaves and refrigerators). The rooms themselves are neat and clean, with most of them overlooking parking lots and hedges. The main part of the hotel is... More","Nice, Clean Hotel on the Lewis River",Jeff N
33534,14001 Walden Rd,"Resorts,Motels,Hotels,Lodging,Condominium Management",Montgomery,US,30.40422,-95.63431,Tmc Resort Rentals,77356,TX,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
33619,5400 San Antonio Ave,"Hotel,Hotels",Albuquerque,US,35.159203,-106.585014,Homewood Suites By Hilton Albuquerque - Journal Center,87109,NM,4.0,"Much preferred to the BARGAIN hotels, and great when I can spring for the extra money...it's worth it. Especially the LARGER suite. Feels like a little apartment and makes it easy to relax in the evening. Having a kitchen is great even just for little things like snacks and drinks. Layout in the larger suite is great because the sleep... More",Comfy and Friendly,sheris564
33669,28709 Los Angeles Ave,"Hotel,Hotels",Wellton,US,32.673,-114.14621,Desert Motel Restaurant,85356,AZ,5.0,The rooms are very clean and comfortable. The help are very nice to every one. You can enjoy a quite evening sitting out at the table or in the chairs and enjoy the B.B.Q. that they have for you to use they also have coffee makers in the rooms with coffee for you to enjoy. you are close to restaurants... More,Desert Motel Wellton Az.,Linda T
33670,2300 Dulles Corner Blvd,Hotels,Herndon,US,,,Hyatt Dulles,20171,VA,,Bring your own bottled water. It's $3 in the lobby!,,Abbas Haider Ali
33703,5755 Cy Ave,"Motels,Lodging,Hotels",Casper,US,42.81109,-106.399284,West Side Motel,82604,WY,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
33706,18 Bath St,Hotels,Santa Barbara,US,34.409581,-119.693387,Casa Del Mar Inn Bandb,93101,CA,4.0,"The hotel was 1/2 block from the beach. No pool which was a bummer. Overall a clean nice property. Short walk to food, beach, and retail.",Working in SB,edward
33801,460 Waterbury Ct,Hotels,Columbus,US,40.00747,-82.865154,Holiday Inn Express and Suites Gahanna/columbus Airport E,43230,OH,1.0,I have had my daughter birthday here at this same hotel for 4 years and every year we have between 8-10 kids. Every year before this one it was no problem but this year it was the wrost! I feel like we were racially profiled. My kids where not acting bad or anything be cause I have control over them. But for some reason this women who was in the pool area with us decided she was going to tell the manager that we were all over the pool! Really! Like she had to have the whole pool to her self. The manager came in and told us that we had to get out and let other people have the pool. Anyways to make a long story short.we will NEVER go back there again!!,wrost experience,Abeni
33879,11933 W Washington Blvd,"Hotels,Lodging,Motels",Los Angeles,US,33.997833,-118.42066,Rodeway Inn Near Venice Beach,90066,Mar Vista,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
33880,350 E Norvell Bryant Hwy,"Lodging,Hotels & Motels,Boutique Hotels,Business Hotels,Family-Friendly Hotels,Resorts",Hernando,US,28.898995,-82.428738,Citrus Hills Lodge Hernando,34442,FL,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services.",,Contributor
33881,1209 S Haynes Ave,Hotels,Miles City,US,46.39733,-105.82263,Econo Lodge Miles City,59301,MT,5.0,"The hotel is a pleasant surprise if you care about clean. The rooms are functional. The continental breakfast choices sent us next door to Gallaghers restaurant. But, the service was efficient and friendly. The value was good and I would recommend this hotel to the traveler who wants a no frills clean room.",Comfortable and clean.,Mike W
